"id_universitas","universitas","jenis_universitas","wilayah","provinsi","kode_prodi","nama_prodi","jenjang","daya_tampung_2024","peminat","portofolio"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111061","ILMU PEMERINTAHAN","Sarjana","63","356","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111062","EKONOMI ISLAM","Sarjana","56","388","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111063","MANAJEMEN (PSDKU GAYO LUES)","Sarjana","28","32","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111065","AKUNTANSI PERPAJAKAN","Sarjana Terapan","28","90","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111064","KESEHATAN HEWAN","Diploma Tiga","11","25","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111066","MANAJEMEN AGRIBISNIS","Diploma Tiga","28","20","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111067","TEKNIK LISTRIK","Diploma Tiga","14","9","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111068","BUDIDAYA PETERNAKAN","Diploma Tiga","14","11","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111069","TEKNIK MESIN","Diploma Tiga","14","23","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111071","TEKNIK SIPIL","Diploma Tiga","28","38","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111072","SEKRETARI","Diploma Tiga","14","6","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111073","MANAJEMEN PERUSAHAAN","Diploma Tiga","14","20","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111075","AKUNTANSI","Diploma Tiga","28","22","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111076","KEUANGAN DAN PERBANKAN","Diploma Tiga","28","39","Tidak Ada"
"111","UNIVERSITAS SYIAH KUALA","PTN AKADEMIK","SUMATERA","ACEH","111077","MANAJEMEN INFORMATIKA","Diploma Tiga","28","42","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112001","TEKNIK SIPIL","Sarjana","120","250","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112002","TEKNIK MESIN","Sarjana","120","157","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112003","TEKNIK KIMIA","Sarjana","120","119","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112004","TEKNIK ELEKTRO","Sarjana","80","109","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112005","TEKNIK INDUSTRI","Sarjana","100","272","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112006","TEKNIK INFORMATIKA","Sarjana","100","537","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112007","TEKNIK ARSITEKTUR","Sarjana","80","100","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112008","AGROEKOTEKNOLOGI","Sarjana","108","203","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112009","AGRIBISNIS","Sarjana","60","163","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112010","AKUAKULTUR","Sarjana","36","34","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112011","KEDOKTERAN","Sarjana","60","1317","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112012","PENDIDIKAN FISIKA","Sarjana","48","38","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112013","PENDIDIKAN KIMIA","Sarjana","48","27","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112014","PENDIDIKAN MATEMATIKA","Sarjana","48","61","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112015","PENDIDIKAN VOKASIONAL TEKNIK MESIN","Sarjana","24","23","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112016","SISTEM INFORMASI","Sarjana","80","219","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112017","ILMU KELAUTAN","Sarjana","36","53","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112018","TEKNIK MATERIAL","Sarjana","48","29","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112019","TEKNIK LOGISTIK","Sarjana","40","46","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112020","MANAJEMEN","Sarjana","132","490","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112021","AKUNTANSI","Sarjana","112","277","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112022","ILMU EKONOMI & STUDI PEMBANGUNAN","Sarjana","112","118","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112023","ADMINISTRASI PUBLIK","Sarjana","128","248","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112024","SOSIOLOGI","Sarjana","64","76","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112025","ILMU POLITIK","Sarjana","80","73","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112026","ANTROPOLOGI","Sarjana","64","51","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112027","ILMU KOMUNIKASI","Sarjana","128","321","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112028","HUKUM","Sarjana","180","405","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112029","EKONOMI SYARIAH","Sarjana","64","151","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112030","PSIKOLOGI","Sarjana","60","422","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112031","PENDIDIKAN BAHASA INDONESIA","Sarjana","40","174","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112032","ADMINISTRASI BISNIS","Sarjana","48","146","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112033","KEWIRUSAHAAN","Sarjana","40","59","Tidak Ada"
"112","UNIVERSITAS MALIKUSSALEH","PTN AKADEMIK","SUMATERA","ACEH","112034","KEPERAWATAN","Diploma Tiga","16","89","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113001","TEKNIK SIPIL","Sarjana","75","108","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113002","TEKNIK MESIN","Sarjana","80","91","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113003","TEKNIK INDUSTRI","Sarjana","60","121","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113004","AGRIBISNIS","Sarjana","60","90","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113005","AGROTEKNOLOGI","Sarjana","50","76","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113006","PERIKANAN","Sarjana","30","34","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113007","KESEHATAN MASYARAKAT","Sarjana","90","360","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113008","AKUAKULTUR","Sarjana","20","16","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113009","SUMBER DAYA AKUATIK","Sarjana","20","5","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113010","TEKNOLOGI HASIL PERTANIAN","Sarjana","60","64","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113011","ILMU KELAUTAN","Sarjana","20","19","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113012","TEKNOLOGI INFORMASI","Sarjana","60","179","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113013","GIZI","Sarjana","90","359","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113014","EKONOMI PEMBANGUNAN","Sarjana","35","47","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113015","ILMU ADMINISTRASI NEGARA","Sarjana","100","158","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113016","SOSIOLOGI","Sarjana","60","94","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113017","ILMU KOMUNIKASI","Sarjana","100","142","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113018","MANAJEMEN","Sarjana","100","185","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113019","AKUNTANSI","Sarjana","90","128","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113020","ILMU HUKUM","Sarjana","90","108","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113021","PETERNAKAN","Sarjana","30","","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113022","BISNIS DIGITAL","Sarjana","30","","Tidak Ada"
"113","UNIVERSITAS TEUKU UMAR","PTN AKADEMIK","SUMATERA","ACEH","113023","KESELAMATAN DAN KESEHATAN KERJA","Sarjana","30","","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114001","AGROTEKNOLOGI","Sarjana","48","79","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114002","AGRIBISNIS","Sarjana","60","153","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114003","AKUAKULTUR","Sarjana","24","24","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114004","PENDIDIKAN MATEMATIKA","Sarjana","12","33","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114005","PENDIDIKAN FISIKA","Sarjana","12","9","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114006","PENDIDIKAN KIMIA","Sarjana","12","13","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114007","PENDIDIKAN BIOLOGI","Sarjana","36","38","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114008","TEKNIK MESIN","Sarjana","36","56","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114009","TEKNIK SIPIL","Sarjana","48","94","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114010","TEKNIK INDUSTRI","Sarjana","48","105","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114011","INFORMATIKA","Sarjana","72","319","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114012","MATEMATIKA","Sarjana","12","8","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114013","FISIKA","Sarjana","12","10","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114014","KIMIA","Sarjana","12","15","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114015","BIOLOGI","Sarjana","12","24","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114016","HUKUM","Sarjana","96","193","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114017","EKONOMI MANAJEMEN","Sarjana","96","315","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114018","EKONOMI PEMBANGUNAN","Sarjana","32","83","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114019","PENDIDIKAN SEJARAH","Sarjana","32","67","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114020","PENDIDIKAN GEOGRAFI","Sarjana","48","49","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114021","PENDIDIKAN JASMANI","Sarjana","48","60","Pendidikan Jasmani dan Olahraga"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114022","PENDIDIKAN GURU SEKOLAH DASAR","Sarjana","124","433","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114023","PENDIDIKAN BAHASA INGGRIS","Sarjana","32","63","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114024","PENDIDIKAN BAHASA INDONESIA","Sarjana","48","117","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114025","AKUNTANSI","Sarjana","48","120","Tidak Ada"
"114","UNIVERSITAS SAMUDRA","PTN AKADEMIK","SUMATERA","ACEH","114026","GEOFISIKA","Sarjana","24","","Tidak Ada"
"115","ISBI ACEH","PTN AKADEMIK","SUMATERA","ACEH","115001","SENI KARAWITAN","Sarjana","24","3","Seni Karawitan"
"115","ISBI ACEH","PTN AKADEMIK","SUMATERA","ACEH","115002","SENI TARI","Sarjana","24","11","Tari"
"115","ISBI ACEH","PTN AKADEMIK","SUMATERA","ACEH","115003","SENI TEATER","Sarjana","16","0","Teater"
"115","ISBI ACEH","PTN AKADEMIK","SUMATERA","ACEH","115004","SENI RUPA MURNI","Sarjana","24","13","Seni Rupa, Desain, dan Kriya"
"115","ISBI ACEH","PTN AKADEMIK","SUMATERA","ACEH","115005","KRIYA SENI","Sarjana","24","13","Seni Rupa, Desain, dan Kriya"
"115","ISBI ACEH","PTN AKADEMIK","SUMATERA","ACEH","115006","DESAIN KOMUNIKASI VISUAL","Sarjana","32","25","Seni Rupa, Desain, dan Kriya"
"115","ISBI ACEH","PTN AKADEMIK","SUMATERA","ACEH","115007","KAJIAN SASTRA BUDAYA","Sarjana","16","","Tidak Ada"
"115","ISBI ACEH","PTN AKADEMIK","SUMATERA","ACEH","115008","BAHASA ACEH","Sarjana","16","","Tidak Ada"
"115","ISBI ACEH","PTN AKADEMIK","SUMATERA","ACEH","115009","DESAIN INTERIOR","Sarjana","32","","Tidak Ada"
"121","UNIVERSITAS SUMATERA UTARA","PTN AKADEMIK","SUMATERA","SUMUT","121001","PENDIDIKAN DOKTER","Sarjana","80","2215","Tidak Ada"
"121","UNIVERSITAS SUMATERA UTARA","PTN AKADEMIK","SUMATERA","SUMUT","121002","TEKNIK SIPIL","Sarjana","48","886","Tidak Ada"
"121","UNIVERSITAS SUMATERA UTARA","PTN AKADEMIK","SUMATERA","SUMUT","121003","TEKNIK MESIN","Sarjana","39","682","Tidak Ada"
"121","UNIVERSITAS SUMATERA UTARA","PTN AKADEMIK","SUMATERA","SUMUT","121004","TEKNIK ELEKTRO","Sarjana","39","555","Tidak Ada"
